Period,Temperature,Effective Temperature,Wind Speed,Wind Direction,Precipitation Amount,Precipitation Type,Solar Radiation,Humidity,Cloud Cover,Demand
20,6.099998474,9.012077332,3,175,0,0,175,97.5,7,124.5133
21,6.5,9.012077332,3,180,0,0,260,97,6,120.789
22,7.449996948,9.012077332,2.5,200,0,0,485,94.5,6,118.67
23,8.399993896,9.012077332,2,220,0,2,710,92,6,117.6688
24,9.599998474,9.012077332,2.5,225,0,2,1065,85,6,116.494
25,10.79999542,9.012077332,3,230,0,2,1420,78,5,118.4402
26,10.6499939,9.012077332,3,235,0,2,1195,78,6,120.4787
27,10.5,9.012077332,3,240,0,0,970,78,7,118.132
28,11.04999542,9.012077332,3,240,0,0,975,73.5,6,113.0999
29,11.59999847,9.012077332,3,240,0,2,980,69,5,112.2734
30,12.04999542,9.012077332,3,235,0,2,965,66.5,5,113.3216
31,12.5,9.012077332,3,230,0,2,950,64,5,114.153
32,11.69999695,9.012077332,3,235,0,2,760,67,6,127.4493
33,10.8999939,9.012077332,3,240,0,2,570,70,6,143.2806
34,10.69999695,9.012077332,3,225,0.099999964,2,425,74,7,162.4089
35,10.5,9.012077332,3,210,0.199999928,2,280,78,7,182.919
36,10.09999847,9.012077332,3,195,0.099999964,2,170,82.5,7,198.1064
37,9.699996948,9.012077332,3,180,0,0,60,87,7,212.8357
38,9.299995422,9.012077332,2,170,0,0,35,90,6,223.7097
39,8.899993896,9.012077332,1,160,0,0,10,93,5,218.8612
40,9.149993896,9.012077332,2,165,0,0,5,93,6,207.283
41,9.399993896,9.012077332,3,170,0,2,0,93,6,193.9137
42,9.349998474,9.012077332,3.5,170,0,2,0,94,6,185.0899
43,9.299995422,9.012077332,4,170,0,2,0,95,6,174.3974
44,9.099998474,9.012077332,4,165,0,2,0,95,6,161.2524
45,8.899993896,9.012077332,4,160,0,2,0,95,5,148.6926
46,8.949996948,9.012077332,4.5,160,0.099999964,2,0,95.5,6,128.0264
47,9,9.012077332,5,160,0.199999928,0,0,96,7,106.106
48,9,9.012077332,4.5,155,0.399999857,0,0,96.5,7,87.1516
1,9,10.44352722,4,150,0.599999905,0,0,97,7,75.2421
2,9.149993896,10.44352722,4.5,145,1.399999619,0,0,97,7,69.2127
3,9.299995422,10.44352722,5,140,2.199998856,0,0,97,6,73.222
4,9.299995422,10.44352722,5,140,2.199998856,0,0,97,6,61.5217
5,9.899993896,10.44352722,6,160,0.399999857,0,0,97,7,61.6892
6,10.04999542,10.44352722,5.5,175,0.599999905,0,0,97.5,8,57.2402
7,10.19999695,10.44352722,5,190,0.799999714,0,0,98,8,55.306
8,9.399993896,10.44352722,5,220,0.599999905,0,0,91.5,8,54.7323
9,8.599998474,10.44352722,5,250,0.399999857,2,0,85,8,54.3535
10,8.199996948,10.44352722,4.5,235,0.199999928,2,0,86.5,7,54.3072
11,7.799999237,10.44352722,4,220,0,0,0,88,5,57.879
12,7.949996948,10.44352722,4,215,0,0,0,85,3,61.5551
13,8.099998474,10.44352722,4,210,0,0,0,82,1,80.8303
14,8.449996948,10.44352722,4.5,215,0,0,0,78.5,3,101.5378
15,8.799995422,10.44352722,5,220,0,0,0,75,5,127.8327
16,8.949996948,10.44352722,4.5,225,0,0,0,74.5,6,140.9489
17,9.099998474,10.44352722,4,230,0,0,0,74,7,130.8175
18,8.949996948,10.44352722,4,225,0,0,35,76,7,127.4474
19,8.799995422,10.44352722,4,220,0,2,70,78,7,122.3407
20,9.349998474,10.44352722,4.5,225,0,2,280,75.5,6,117.5841
21,9.899993896,10.44352722,5,230,0,0,490,73,5,112.9034
22,10.29999542,10.44352722,7.5,240,0,0,795,68,3,110.3081
23,10.69999695,10.44352722,10,250,0,0,1100,63,1,109.819
24,11.04999542,10.44352722,8.5,255,0,0,1250,63.5,4,109.3306
25,11.3999939,10.44352722,7,260,0,0,1400,64,6,110.1871
26,12,10.44352722,7,250,0,0,1435,61,6,112.7817
27,12.59999847,10.44352722,7,240,0,0,1470,58,6,109.3587
28,12.75,10.44352722,7,240,0,0,1660,57,5,104.7472
29,12.8999939,10.44352722,7,240,0,0,1850,56,3,103.8325
30,13,10.44352722,6.5,240,0,0,1685,53.5,4,104.5477
31,13.09999847,10.44352722,6,240,0,0,1520,51,4,106.0242
32,12.75,10.44352722,6,245,0,0,1200,51,5,117.6317
33,12.3999939,10.44352722,6,250,0,0,880,51,5,131.3953
34,12.25,10.44352722,5,250,0,0,805,52,3,147.7591
35,12.09999847,10.44352722,4,250,0,0,730,53,1,165.3858
36,11.09999847,10.44352722,3.5,245,0,0,425,57.5,1,180.627
37,10.09999847,10.44352722,3,240,0,0,120,62,1,200.9658
38,9.199996948,10.44352722,2.5,220,0,0,65,67,2,218.684
39,8.299995422,10.44352722,2,200,0,0,10,72,3,215.7891
40,7.25,10.44352722,2,180,0,0,5,77,2,206.8372
41,6.199996948,10.44352722,2,160,0,0,0,82,1,196.5585
42,6.399997711,10.44352722,2.5,170,0,0,0,83,3,183.6442
43,6.599998474,10.44352722,3,180,0,0,0,84,4,176.2571
44,6.25,10.44352722,3,175,0,0,0,88,4,163.2162
45,5.899997711,10.44352722,3,170,0,0,0,92,3,149.87
46,5.899997711,10.44352722,3,155,0,0,0,93.5,2,129.0817
47,5.899997711,10.44352722,3,140,0,0,0,95,1,107.5961
48,6.099998474,10.44352722,3,140,0,0,0,95,1,89.3275
1,6.299999237,12.11310577,3,140,0,0,0,95,1,76.0528
2,6.5,12.11310577,3,140,0,0,0,94.5,4,69.4152
3,6.699996948,12.11310577,3,140,0,0,0,94,6,72.967
4,6.699996948,12.11310577,3,140,0,0,0,94,6,62.2672
5,7.299999237,12.11310577,4,120,0,0,0,91,5,61.3623
6,7.75,12.11310577,4.5,120,0,0,0,89.5,6,57.6817
7,8.199996948,12.11310577,5,120,0,0,0,88,6,56.3271
8,8.349998474,12.11310577,5.5,115,0.899999619,0,0,90.5,7,55.2182
9,8.5,12.11310577,6,110,1.799999237,0,0,93,7,54.7755
10,8.699996948,12.11310577,6.5,105,1.799999237,0,0,93.5,7,54.2946
11,8.899993896,12.11310577,7,100,1.799999237,2,0,94,7,57.6703
12,8.899993896,12.11310577,7.5,105,1.5,2,0,95,6,61.6335
13,8.899993896,12.11310577,8,110,1.199999809,2,0,96,5,78.6835
14,9.25,12.11310577,6.5,135,1.399999619,2,0,96.5,6,99.7059
15,9.599998474,12.11310577,5,160,1.599999428,2,0,97,6,124.6211
16,9.949996948,12.11310577,4.5,180,0.799999714,2,0,97,6,138.5442
17,10.29999542,12.11310577,4,200,0,2,0,97,6,130.3082
18,10.29999542,12.11310577,4.5,195,0,2,85,94.5,5,124.0581
19,10.29999542,12.11310577,5,190,0,0,170,92,4,120.0776
20,10.79999542,12.11310577,4.5,180,0,0,430,90.5,4,115.0004
21,11.29999542,12.11310577,4,170,0,0,690,89,3,111.2051
22,12.04999542,12.11310577,5,180,0,0,955,85,4,107.6391
23,12.79999542,12.11310577,6,190,0,0,1220,81,4,105.8573
24,13.3999939,12.11310577,7,190,0,0,1335,76,4,106.2344
25,14,12.11310577,8,190,0,0,1450,71,4,108.5212
26,14.29999542,12.11310577,8.5,190,0,0,1530,68,3,109.8683
27,14.59999847,12.11310577,9,190,0,0,1610,65,1,107.2568
28,14.75,12.11310577,8,195,0,0,1560,61,2,102.507
29,14.8999939,12.11310577,7,200,0,0,1510,57,3,100.2424
30,14.54999542,12.11310577,7,190,0,0,1290,61.5,4,101.8365
31,14.19999695,12.11310577,7,180,0,2,1070,66,5,104.1563
32,14,12.11310577,7,180,0,2,910,65.5,4,116.5507
33,13.79999542,12.11310577,7,180,0,0,750,65,3,128.9627
34,13.19999695,12.11310577,6.5,180,0,0,610,66.5,4,145.8544
35,12.59999847,12.11310577,6,180,0,0,470,68,4,161.2454
36,12.5,12.11310577,6,175,0,0,315,70.5,4,177.9278
37,12.3999939,12.11310577,6,170,0,0,160,73,4,200.9979
38,11.8999939,12.11310577,5.5,165,0,0,80,74.5,4,214.3894
39,11.3999939,12.11310577,5,160,0,0,0,76,3,208.1849
40,11.09999847,12.11310577,5,160,0,0,0,78.5,2,197.3965
41,10.79999542,12.11310577,5,160,0,0,0,81,1,190.3275
42,10.79999542,12.11310577,4.5,155,0,0,0,83,4,180.6613
43,10.79999542,12.11310577,4,150,0,0,0,85,6,171.4602
44,10.6499939,12.11310577,4,145,0,0,0,86,5,159.046
45,10.5,12.11310577,4,140,0,0,0,87,3,145.7201
46,10.19999695,12.11310577,4,145,1.099999428,0,0,91,4,126.5425
47,9.899993896,12.11310577,4,150,2.199998856,2,0,95,5,105.4328
48,9.599998474,12.11310577,3,150,2.5,2,0,95.5,6,87.8353
1,9.299995422,12.98160553,2,150,2.799999237,2,0,96,7,75.5244
2,9.599998474,12.98160553,2.5,150,2.599998474,2,0,96.5,7,69.7325
3,9.899993896,12.98160553,3,150,2.399999619,2,0,97,6,72.3832
4,9.899993896,12.98160553,3,150,2.399999619,2,0,97,6,61.3091
5,10,12.98160553,4,150,1.199999809,2,0,98,7,60.13
6,9.849998474,12.98160553,4,150,0.599999905,2,0,97.5,7,56.27
7,9.699996948,12.98160553,4,150,0,2,0,97,6,54.8055
8,9.75,12.98160553,4.5,155,0.099999964,2,0,97,5,53.6814
9,9.799995422,12.98160553,5,160,0.199999928,0,0,97,4,52.6894
10,9.75,12.98160553,5,160,0.099999964,0,0,96.5,3,52.6888
11,9.699996948,12.98160553,5,160,0,0,0,96,1,56.5477
12,9.5,12.98160553,4.5,165,0.099999964,0,0,96,3,60.7427
13,9.299995422,12.98160553,4,170,0.199999928,2,0,96,4,78.3871
14,9.299995422,12.98160553,3.5,160,0.099999964,2,0,96.5,3,99.133
15,9.299995422,12.98160553,3,150,0,0,0,97,2,123.8647
16,9.399993896,12.98160553,4,155,0,0,0,97,2,135.2614
17,9.5,12.98160553,5,160,0,0,0,97,1,129.4005
18,9.649993896,12.98160553,5,160,0.099999964,0,60,96.5,1,123.9407
19,9.799995422,12.98160553,5,160,0.199999928,0,120,96,1,122.4583
20,10.04999542,12.98160553,4.5,160,0.099999964,0,195,95,4,118.121
21,10.29999542,12.98160553,4,160,0,0,270,94,6,112.7701
22,11.29999542,12.98160553,4.5,170,0,0,550,91,6,109.3629
23,12.29999542,12.98160553,5,180,0,0,830,88,5,106.8127
24,13.29999542,12.98160553,6,180,0,0,1275,81.5,4,107.0845
25,14.29999542,12.98160553,7,180,0,0,1720,75,2,105.8008
26,14.6499939,12.98160553,6.5,180,0,0,1670,71.5,4,108.518
27,15,12.98160553,6,180,0,0,1620,68,5,107.0881
28,15.04999542,12.98160553,6,175,0,0,1405,66,5,102.8148
29,15.09999847,12.98160553,6,170,0,0,1190,64,4,101.3139
30,15.09999847,12.98160553,6,175,0,0,1060,64,5,102.6783
31,15.09999847,12.98160553,6,180,0,0,930,64,5,104.9833
32,15.1499939,12.98160553,6,170,0,0,845,64,5,117.5674
33,15.19999695,12.98160553,6,160,0,0,760,64,4,132.4978
34,14.54999542,12.98160553,5.5,165,0,0,565,66.5,4,149.3877
35,13.8999939,12.98160553,5,170,0,0,370,69,4,167.9604
36,13.54999542,12.98160553,4.5,165,0,0,225,71.5,5,185.987
37,13.19999695,12.98160553,4,160,0,0,80,74,6,201.8753
38,12.54999542,12.98160553,3.5,160,0,0,40,81,6,210.2107
39,11.8999939,12.98160553,3,160,0,2,0,88,6,205.3217
40,11.84999847,12.98160553,3.5,160,0.099999964,2,0,89.5,6,196.8973
41,11.79999542,12.98160553,4,160,0.199999928,2,0,91,6,185.083
42,11.6499939,12.98160553,3.5,160,0.099999964,2,0,92,6,178.0361
43,11.5,12.98160553,3,160,0,2,0,93,6,169.7348
44,11.59999847,12.98160553,3,175,0,2,0,92.5,7,157.7737
45,11.69999695,12.98160553,3,190,0,0,0,92,7,145.967
46,11.44999695,12.98160553,3,190,0,0,0,92,6,127.4222
47,11.19999695,12.98160553,3,190,0,0,0,92,4,106.5517
48,10.69999695,12.98160553,3,185,0,0,0,93.5,4,89.0402
1,10.19999695,12.09546661,3,180,0,0,0,95,3,76.116
2,9.649993896,12.09546661,2.5,175,0,0,0,96,2,69.6415
3,9.099998474,12.09546661,2,170,0,0,0,97,1,72.0164
4,9.099998474,12.09546661,2,170,0,0,0,97,1,60.2287
5,8.199996948,12.09546661,1,160,0,0,0,97,2,59.7943
6,8.25,12.09546661,1,160,0,0,0,97.5,3,56.0335
7,8.299995422,12.09546661,1,160,0,0,0,98,4,53.9268
8,8.099998474,12.09546661,1.5,160,0,0,0,98.5,3,52.906
9,7.899997711,12.09546661,2,160,0,0,0,99,1,52.0133
10,7.849998474,12.09546661,2,160,0,0,0,99,3,52.6863
11,7.799999237,12.09546661,2,160,0,0,0,99,5,55.7996
12,7.599998474,12.09546661,1.5,165,0,0,0,99,4,60.5849
13,7.399997711,12.09546661,1,170,0,0,0,99,2,76.852
14,7.149997711,12.09546661,1,175,0,0,0,99,2,96.1029
15,6.899997711,12.09546661,1,180,0,0,0,99,1,120.2752
16,7,12.09546661,1,170,0,0,0,99,3,137.0554
17,7.099998474,12.09546661,1,160,0,0,0,99,5,134.6954
18,7.449996948,12.09546661,1,165,0,0,35,99,5,131.2361
19,7.799999237,12.09546661,1,170,0,0,70,99,4,127.5276
20,8.5,12.09546661,1,150,0,0,275,99,5,123.4839
21,9.199996948,12.09546661,1,130,0,0,480,99,6,118.6396
22,9.599998474,12.09546661,1,135,0,0,500,99,6,115.368
23,10,12.09546661,1,140,0,0,520,99,5,113.5952
24,11.25,12.09546661,1,145,0.099999964,0,760,93.5,7,112.8079
25,12.5,12.09546661,1,150,0.199999928,0,1000,88,8,115.0829
26,12.34999847,12.09546661,1,150,0.099999964,0,865,86,6,117.3195
27,12.19999695,12.09546661,1,150,0,0,730,84,4,112.0575
28,12.6499939,12.09546661,1,140,0,0,730,81,4,108.3098
29,13.09999847,12.09546661,1,130,0,0,730,78,3,105.2285
30,13,12.09546661,1,90,0,0,700,75,4,106.1719
31,12.8999939,12.09546661,1,50,0,0,670,72,5,107.6939
32,12.69999695,12.09546661,1,100,0,0,520,74.5,6,119.2463
33,12.5,12.09546661,1,150,0,0,370,77,7,134.0051
34,12.29999542,12.09546661,1.5,140,0,0,285,79.5,8,148.8995
35,12.09999847,12.09546661,2,130,0,0,200,82,8,167.3846
36,11.79999542,12.09546661,1.5,115,0,0,130,83.5,8,183.321
37,11.5,12.09546661,1,100,0,2,60,85,8,201.8252
38,11.19999695,12.09546661,1,135,0,2,30,87,8,209.3621
39,10.8999939,12.09546661,1,170,0,0,0,89,8,203.5684
40,10.59999847,12.09546661,1,255,0,0,0,91.5,8,193.1168
41,10.29999542,12.09546661,1,340,0,2,0,94,7,180.8192
42,10.25,12.09546661,1,245,0,2,0,94.5,8,172.1899
43,10.19999695,12.09546661,1,150,0,0,0,95,8,165.4074
44,10.1499939,12.09546661,1,135,0,0,0,95.5,8,153.6928
45,10.09999847,12.09546661,1,120,0,0,0,96,8,144.0106
46,10,12.09546661,1.5,155,0,0,0,95.5,8,130.2245
47,9.899993896,12.09546661,2,190,0,0,0,95,8,112.024
48,9.799995422,12.09546661,1.5,175,0,0,0,95.5,8,96.1736
1,9.699996948,11.22686005,1,160,0,0,0,96,8,83.0085
2,9.599998474,11.22686005,1.5,175,0,0,0,95.5,8,76.1675
3,9.5,11.22686005,2,190,0,0,0,95,7,77.143
4,9.5,11.22686005,2,190,0,0,0,95,7,62.1136
5,7.699996948,11.22686005,1,140,0,0,0,95,4,61.0778
6,7.599998474,11.22686005,1.5,165,0,0,0,96.5,3,57.1443
7,7.5,11.22686005,2,190,0,0,0,98,2,54.7642
8,8,11.22686005,2,185,0,0,0,98.5,4,54.3918
9,8.5,11.22686005,2,180,0,0,0,99,6,53.1146
10,8.649993896,11.22686005,2.5,190,0,0,0,99,6,51.8991
11,8.799995422,11.22686005,3,200,0,0,0,99,5,53.1178
12,8.899993896,11.22686005,3.5,195,0,0,0,99,7,55.8326
13,9,11.22686005,4,190,0,0,0,99,8,62.3502
14,8.849998474,11.22686005,3.5,200,0,0,0,99.5,8,70.9408
15,8.699996948,11.22686005,3,210,0,0,0,100,8,86.7879
16,8.799995422,11.22686005,3,210,0,0,0,99.5,8,101.935
17,8.899993896,11.22686005,3,210,0,0,0,99,8,117.7635
18,8.799995422,11.22686005,2,205,0,0,25,99,8,136.1575
19,8.699996948,11.22686005,1,200,0,0,50,99,7,139.709
20,8.899993896,11.22686005,1.5,200,0.099999964,0,145,98,7,143.5611
21,9.099998474,11.22686005,2,200,0.199999928,0,240,97,7,142.2754
22,9.099998474,11.22686005,3,195,0.099999964,0,365,96,6,140.2773
23,9.099998474,11.22686005,4,190,0,0,490,95,4,137.6598
24,9.949996948,11.22686005,3.5,175,0,0,630,93,5,137.5323
25,10.79999542,11.22686005,3,160,0,0,770,91,5,137.2337
26,11.09999847,11.22686005,3.5,165,0,0,900,88.5,4,137.6495
27,11.3999939,11.22686005,4,170,0,0,1030,86,3,133.9491
28,11.34999847,11.22686005,3.5,170,0,0,875,86,4,130.1538
29,11.29999542,11.22686005,3,170,0,0,720,86,4,125.4045
30,11.75,11.22686005,3,180,0,0,750,84,4,121.8239
31,12.19999695,11.22686005,3,190,0,0,780,82,4,124.7861
32,12.29999542,11.22686005,2.5,195,0,0,725,80,4,127.6031
33,12.3999939,11.22686005,2,200,0,0,670,78,4,135.4037
34,12.09999847,11.22686005,2,195,0,0,535,80,5,146.8501
35,11.79999542,11.22686005,2,190,0,0,400,82,5,162.7972
36,11.19999695,11.22686005,1.5,165,0,0,260,84.5,4,178.8199
37,10.59999847,11.22686005,1,140,0,0,120,87,3,198.5924
38,10.29999542,11.22686005,1.5,150,0,0,60,89.5,3,211.1504
39,10,11.22686005,2,160,0,0,0,92,2,204.0723
40,9.849998474,11.22686005,2,160,0,0,0,92,5,190.9875
41,9.699996948,11.22686005,2,160,0,0,0,92,7,178.7892
42,9.649993896,11.22686005,1.5,160,0,0,0,92,4,169.6176
43,9.599998474,11.22686005,1,160,0,0,0,92,1,159.1069
44,9.099998474,11.22686005,1,185,0,0,0,93.5,4,149.758
45,8.599998474,11.22686005,1,210,0,0,0,95,7,142.4048
46,8.5,11.22686005,1,195,0,0,0,96,7,131.7863
47,8.399993896,11.22686005,1,180,0,0,0,97,6,114.4226
48,7.599998474,11.22686005,1,130,0,0,0,97,6,98.7106
1,6.799999237,9.402580261,1,80,0,0,0,97,6,86.3694
2,6.149997711,9.402580261,0.5,40,0,0,0,97,6,80.014
3,5.5,9.402580261,0,0,0,0,0,97,5,81.0347
4,5.5,9.402580261,0,0,0,0,0,97,5,62.6981
5,4.799999237,9.402580261,1,10,0,0,0,98,7,61.5361
6,4.599998474,9.402580261,1,90,0,0,0,98.5,7,55.8805
7,4.399997711,9.402580261,1,170,0,0,0,99,7,53.9809
8,3.799999237,9.402580261,1,240,0,0,0,98.5,5,51.7799
9,3.199998856,9.402580261,1,310,0,0,0,98,3,51.1043
10,2.949998856,9.402580261,1,305,0,0,0,98,3,50.1484
11,2.699998856,9.402580261,1,300,0,0,0,98,3,50.9821
12,2.549999237,9.402580261,1,160,0,0,0,98.5,5,52.9525
13,2.399999619,9.402580261,1,20,0,0,0,99,7,59.21
14,3.149999619,9.402580261,0.5,10,0,0,0,99,8,65.4284
15,3.899999619,9.402580261,0,0,0,0,0,99,8,78.783
16,4.199996948,9.402580261,0.5,175,0,0,0,99,8,91.8684
17,4.5,9.402580261,1,350,0,0,0,99,8,106.5255
18,4.799999237,9.402580261,1,185,0,0,30,99,8,130.8202
19,5.099998474,9.402580261,1,20,0,0,60,99,7,140.5202
20,5.099998474,9.402580261,1.5,25,0.099999964,0,130,99,7,146.4802
21,5.099998474,9.402580261,2,30,0.199999928,0,200,99,7,155.6016
22,6.099998474,9.402580261,1.5,195,0.099999964,0,350,99,7,160.3391
23,7.099998474,9.402580261,1,360,0,0,500,99,6,164.6636
24,7.449996948,9.402580261,2,355,0,0,535,99.5,7,167.5679
25,7.799999237,9.402580261,3,350,0,0,570,100,8,171.2037
26,8.099998474,9.402580261,3,350,0,0,575,99.5,8,170.8649
27,8.399993896,9.402580261,3,350,0,0,580,99,7,163.6464
28,8.849998474,9.402580261,3,355,0,0,760,99,7,154.5638
29,9.299995422,9.402580261,3,360,0,0,940,99,7,148.6237
30,10.25,9.402580261,3.5,205,0,0,830,90.5,6,146.9202
31,11.19999695,9.402580261,4,50,0,0,720,82,5,148.0752
32,11.25,9.402580261,3.5,40,0,0,540,82.5,6,155.7392
33,11.29999542,9.402580261,3,30,0,0,360,83,7,165.9889
34,11.1499939,9.402580261,3,35,0,0,240,83.5,8,179.4053
35,11,9.402580261,3,40,0,0,120,84,8,194.0718
36,10.79999542,9.402580261,3,40,0,0,75,85.5,8,203.2776
37,10.59999847,9.402580261,3,40,0,0,30,87,8,217.9941
38,10.54999542,9.402580261,3,40,0,0,15,86.5,8,219.429
39,10.5,9.402580261,3,40,0,2,0,86,8,213.1478
40,10.3999939,9.402580261,3,45,0,2,0,86.5,8,202.9835
41,10.29999542,9.402580261,3,50,0,0,0,87,7,190.8728
42,10.25,9.402580261,3,45,0,0,0,88,8,178.4512
43,10.19999695,9.402580261,3,40,0,0,0,89,8,171.3972
44,10,9.402580261,3,35,0,0,0,91.5,8,159.1904
45,9.799995422,9.402580261,3,30,0,2,0,94,8,145.2603
46,9.75,9.402580261,3,30,0,2,0,95,8,126.7062
47,9.699996948,9.402580261,3,30,0,0,0,96,8,105.9979
48,9.799995422,9.402580261,3.5,30,0,0,0,96,8,88.0474
1,9.899993896,10.53488159,4,30,0,0,0,96,8,75.3816
2,10,10.53488159,4,30,0,0,0,96,8,69.6216
3,10.09999847,10.53488159,4,30,0,0,0,96,8,72.0263
4,10.09999847,10.53488159,4,30,0,0,0,96,8,58.1869
5,10,10.53488159,3,30,0,0,0,97,8,57.2803
6,10,10.53488159,3.5,20,0,0,0,98,8,53.2679
7,10,10.53488159,4,10,0,0,0,99,8,51.4379
8,10.04999542,10.53488159,4,20,0,0,0,99,8,50.392
9,10.09999847,10.53488159,4,30,0,0,0,99,8,49.5369
10,10.1499939,10.53488159,3.5,25,0,0,0,99,8,49.9934
11,10.19999695,10.53488159,3,20,0,2,0,99,8,53.452
12,10.25,10.53488159,3,25,0.299999952,2,0,99,8,57.3656
13,10.29999542,10.53488159,3,30,0.599999905,0,0,99,8,73.0794
14,10.34999847,10.53488159,3,30,0.799999714,0,0,99,8,90.4613
15,10.3999939,10.53488159,3,30,1,2,0,99,7,110.6887
16,10.44999695,10.53488159,3,30,0.5,2,0,99,8,126.4354
17,10.5,10.53488159,3,30,0,0,0,99,8,125.698
18,10.59999847,10.53488159,2.5,30,0,0,10,99,8,131.3313
19,10.69999695,10.53488159,2,30,0,0,20,99,8,131.2367
20,10.84999847,10.53488159,2.5,35,0,0,45,99,8,129.3058
21,11,10.53488159,3,40,0,0,70,99,8,126.8543
22,11.09999847,10.53488159,2.5,35,0.099999964,0,90,99.5,8,125.1717
23,11.19999695,10.53488159,2,30,0.199999928,0,110,100,8,125.1857
24,11.29999542,10.53488159,2.5,35,0.099999964,0,125,99.5,8,126.149
25,11.3999939,10.53488159,3,40,0,0,140,99,8,127.7846
26,11.54999542,10.53488159,3,40,0,0,155,99,8,130.4569
27,11.69999695,10.53488159,3,40,0,0,170,99,8,127.172
28,11.84999847,10.53488159,3,35,0,0,220,99,8,120.7572
29,12,10.53488159,3,30,0,0,270,99,8,118.781
30,12.19999695,10.53488159,3,30,0.099999964,0,295,98,8,120.4439
31,12.3999939,10.53488159,3,30,0.199999928,0,320,97,8,121.5381
32,12.29999542,10.53488159,3,25,0.099999964,0,250,97,8,133.0753
33,12.19999695,10.53488159,3,20,0,0,180,97,8,147.0008
34,12.19999695,10.53488159,3,35,0,0,125,97,8,165.1195
35,12.19999695,10.53488159,3,50,0,0,70,97,8,189.0015
36,12.09999847,10.53488159,3,45,0,0,40,97,8,205.7353
37,12,10.53488159,3,40,0,0,10,97,8,219.701
38,11.8999939,10.53488159,3,40,0,0,5,97.5,8,221.916
39,11.79999542,10.53488159,3,40,0,0,0,98,8,211.1471
40,11.75,10.53488159,3,40,0,0,0,98.5,8,199.2969
41,11.69999695,10.53488159,3,40,0,0,0,99,8,187.4764
42,11.69999695,10.53488159,2.5,35,0,0,0,99,8,178.5357
43,11.69999695,10.53488159,2,30,0,0,0,99,8,169.962
44,11.6499939,10.53488159,2.5,30,0,0,0,99.5,8,157.2555
45,11.59999847,10.53488159,3,30,0,0,0,100,8,145.8946
46,11.54999542,10.53488159,3,30,0,0,0,100,8,127.2438
47,11.5,10.53488159,3,30,0,0,0,100,7,106.975
48,11.5,10.53488159,2.5,30,0.099999964,0,0,100,8,88.2344
1,11.5,11.19563293,2,30,0.199999928,0,0,100,8,75.5125
2,11.5,11.19563293,2,30,0.099999964,0,0,100,8,68.918
3,11.5,11.19563293,2,30,0,0,0,100,8,71.7681
4,11.5,11.19563293,2,30,0,0,0,100,8,58.2223
5,11.3999939,11.19563293,2,30,0,0,0,100,8,57.3145
6,11.3999939,11.19563293,2,25,0,0,0,100,8,52.9784
7,11.3999939,11.19563293,2,20,0,0,0,100,8,50.6649
8,11.3999939,11.19563293,2,30,0,0,0,100,8,50.2411
9,11.3999939,11.19563293,2,40,0,0,0,100,8,49.7644
10,11.34999847,11.19563293,2.5,40,0,0,0,100,8,49.8325
11,11.29999542,11.19563293,3,40,0,0,0,100,8,53.4932
12,11.19999695,11.19563293,2.5,35,0,0,0,100,8,57.0819
13,11.09999847,11.19563293,2,30,0,0,0,100,8,73.262
14,11.09999847,11.19563293,2,25,0,0,0,100,8,90.0333
15,11.09999847,11.19563293,2,20,0,0,0,100,8,111.1409
16,11.09999847,11.19563293,2.5,20,0,0,0,100,8,125.625
17,11.09999847,11.19563293,3,20,0,0,0,100,8,123.5423
18,11.09999847,11.19563293,3,20,0,0,10,100,8,126.8854
19,11.09999847,11.19563293,3,20,0,0,20,100,8,124.0081
20,11.19999695,11.19563293,3.5,20,0,0,55,100,8,121.0981
21,11.29999542,11.19563293,4,20,0,0,90,100,8,118.2342
22,11.3999939,11.19563293,3.5,15,0,0,115,100,8,115.8391
23,11.5,11.19563293,3,10,0,0,140,100,8,115.6276
24,11.6499939,11.19563293,2.5,20,0.099999964,0,190,100,8,116.9015
25,11.79999542,11.19563293,2,30,0.199999928,0,240,100,8,117.6281
26,11.79999542,11.19563293,3,25,0.099999964,0,250,100,8,121.301
27,11.79999542,11.19563293,4,20,0,0,260,100,8,118.1448
28,11.94999695,11.19563293,3.5,25,0,0,270,100,8,113.3556
29,12.09999847,11.19563293,3,30,0,0,280,100,8,112.579
30,12.19999695,11.19563293,3,30,0,0,260,99.5,8,113.7718
31,12.29999542,11.19563293,3,30,0,0,240,99,8,116.7693
32,12.19999695,11.19563293,3.5,25,0,0,190,99,8,128.959
33,12.09999847,11.19563293,4,20,0,0,140,99,8,143.1299
34,12.09999847,11.19563293,4,25,0,0,105,99,8,161.171
35,12.09999847,11.19563293,4,30,0,0,70,99,8,182.2575
36,12.09999847,11.19563293,4,20,0,0,45,99,8,200.7275
37,12.09999847,11.19563293,4,10,0,0,20,99,8,215.4112
38,12.09999847,11.19563293,3.5,15,0,0,10,99,8,216.8867
39,12.09999847,11.19563293,3,20,0,0,0,99,8,208.6059
40,12.1499939,11.19563293,3.5,20,0.099999964,0,0,99,8,197.7924
41,12.19999695,11.19563293,4,20,0.199999928,0,0,99,8,187.2589
42,12.09999847,11.19563293,4,25,0.099999964,0,0,99.5,8,177.9861
43,12,11.19563293,4,30,0,0,0,100,8,169.6755
44,11.8999939,11.19563293,4,30,0,0,0,100,8,158.0865
45,11.79999542,11.19563293,4,30,0,0,0,100,8,146.3345
